No.,Exhibitor Name (KOR),Exhibitor Name (ENG),Country,Hall,Show Name,Exhibit Item (KOR),Exhibit Item (ENG),Category,DESCRIPTION,TEXT_FOR_KEYBERT,KEYWORDS
293,Karyn International INC,Karyn International INC,United States,C1.480,ees Europe ,,Lead-based batteries | Lithium-based batteries,Secondary Batteries,This company specializes in Secondary Batteries.,Lead-based batteries | Lithium-based batteries Secondary Batteries,"batteries, lithium, lead, secondary, based"
294,Kontek Kontrol Teknolojileri ve Otomasyon San.Tic. A.S,Kontek Kontrol Teknolojileri ve Otomasyon San.Tic. A.S,Turkiye,C1.280 ,ees Europe ,,EPC contracting/project development for energy storagesystems | Stationary energy storage for commercial andindustrial applications,Secondary Batteries,This company specializes in Secondary Batteries.,EPC contracting/project development for energy storagesystems | Stationary energy storage for commercial andindustrial applications Secondary Batteries,"epc, batteries, storagesystems, storage, contracting"
295,NPP Power Europe B.V.,NPP Power Europe B.V.,Netherlands,C1.220 ,ees Europe ,,Lead-based batteries | Lithium-based batteries,Secondary Batteries,This company specializes in Secondary Batteries.,Lead-based batteries | Lithium-based batteries Secondary Batteries,"batteries, lithium, lead, secondary, based"
296,POWEROAK GmbH,POWEROAK GmbH,Germany,C1.476 ,ees Europe ,,EPC contracting/project development for energy storagesystems | Stationary energy storage for residential buildings |Uninterruptible power supply systems (UPS),"Secondary Batteries, Materials & Components","This company specializes in Secondary Batteries, Materials & Components.","EPC contracting/project development for energy storagesystems | Stationary energy storage for residential buildings |Uninterruptible power supply systems (UPS) Secondary Batteries, Materials & Components","ups, epc, storagesystems, batteries, storage"
297,"Shanghai PYTES Energy Co., Ltd.","Shanghai PYTES Energy Co., Ltd.",China,C1.640 ,ees Europe ,,Lithium-based batteries | Stationary energy storage forresidential buildings | Stationary energy storage for commercialand industrial applications,"Secondary Batteries, Materials & Components","This company specializes in Secondary Batteries, Materials & Components.","Lithium-based batteries | Stationary energy storage forresidential buildings | Stationary energy storage for commercialand industrial applications Secondary Batteries, Materials & Components","batteries, lithium, storage, stationary, buildings"
298,"Shanghai Sunnic New Energy Technology Co., Ltd","Shanghai Sunnic New Energy Technology Co., Ltd",China,C1.550 ,ees Europe ,,Solar cells | Stationary energy storage for utilities and gridoperators | Stationary energy storage for commercial andindustrial applications | DC charging systems,Secondary Batteries,This company specializes in Secondary Batteries.,Solar cells | Stationary energy storage for utilities and gridoperators | Stationary energy storage for commercial andindustrial applications | DC charging systems Secondary Batteries,"batteries, solar, stationary, storage, charging"
299,"Shenghong Ligend Power Co., Ltd.","Shenghong Ligend Power Co., Ltd.",China,C1.560 ,ees Europe ,,"Lithium-based batteries | Battery testing, inspection systems,safety | Stationary energy storage for utilities and grid operators| Stationary energy storage for residential buildings | Stationaryenergy storage for commercial and industrial applications",Secondary Batteries,This company specializes in Secondary Batteries.,"Lithium-based batteries | Battery testing, inspection systems,safety | Stationary energy storage for utilities and grid operators| Stationary energy storage for residential buildings | Stationaryenergy storage for commercial and industrial applications Secondary Batteries","batteries, lithium, stationaryenergy, utilities, battery"
300,"Shenzhen CLOU Electronics Co., Ltd.","Shenzhen CLOU Electronics Co., Ltd.",China,C1.559 ,ees Europe ,,Power electronics for storage systems | Battery managementsystems | Stationary energy storage for utilities and gridoperators | Uninterruptible power supply systems (UPS) |Stationary energy storage for commercial and industrialapplications,"Secondary Batteries, Manufacturing Equipment, Inspection & Measurement Equipment","This company specializes in Secondary Batteries, Manufacturing Equipment, Inspection & Measurement Equipment.","Power electronics for storage systems | Battery managementsystems | Stationary energy storage for utilities and gridoperators | Uninterruptible power supply systems (UPS) |Stationary energy storage for commercial and industrialapplications Secondary Batteries, Manufacturing Equipment, Inspection & Measurement Equipment","ups, batteries, electronics, battery, storage"
301,"Sichuan Aviation Electrical Micro Energy Co., Ltd.","Sichuan Aviation Electrical Micro Energy Co., Ltd.",China,C1.470 ,ees Europe ,,"Inverters | Battery management systems | Energy Storage forlow-capacity mobile applications (smartphones, laptops,tablets, etc.) | Stationary energy storage for residential buildings","Secondary Batteries, Capacitors, Inspection & Measurement Equipment, Materials & Components","This company specializes in Secondary Batteries, Capacitors, Inspection & Measurement Equipment, Materials & Components.","Inverters | Battery management systems | Energy Storage forlow-capacity mobile applications (smartphones, laptops,tablets, etc.) | Stationary energy storage for residential buildings Secondary Batteries, Capacitors, Inspection & Measurement Equipment, Materials & Components","inverters, batteries, storage, battery, smartphones"
302,Absen Energy,Absen Energy,China,C2.13,ees Europe ,,"Lithium-based batteries | Stationary energy storage forresidential buildings | Stationary energy storage for commercialand industrial applications | Home energy managementsolutions (HEMS) | Energy management, monitoring, controllingand load management",Secondary Batteries,This company specializes in Secondary Batteries.,"Lithium-based batteries | Stationary energy storage forresidential buildings | Stationary energy storage for commercialand industrial applications | Home energy managementsolutions (HEMS) | Energy management, monitoring, controllingand load management Secondary Batteries","batteries, lithium, storage, buildings, energy"
303,"Beijing XD Battery Technology Co., LTD.","Beijing XD Battery Technology Co., LTD.",China,C2.572 ,ees Europe ,,Lithium-based batteries,Secondary Batteries,This company specializes in Secondary Batteries.,Lithium-based batteries Secondary Batteries,"lithium, batteries, secondary, based"
304,BMZ Group,BMZ Group,Germany,C2.240,ees Europe ,,Lithium-based batteries | Stationary energy storage for residential buildings | Stationary energy storage for commercial and industrial applications,"Secondary Batteries, Materials & Components","This company specializes in Secondary Batteries, Materials & Components.","Lithium-based batteries | Stationary energy storage for residential buildings | Stationary energy storage for commercial and industrial applications Secondary Batteries, Materials & Components","lithium, batteries, storage, residential, stationary"
305,"Bescore New Energy Technology (Qingdao) Co.,Ltd.","Bescore New Energy Technology (Qingdao) Co.,Ltd.",China,C2.250 ,ees Europe ,,Stationary energy storage for residential buildings | Stationaryenergy storage for commercial and industrial applications,"Secondary Batteries, Materials & Components","This company specializes in Secondary Batteries, Materials & Components.","Stationary energy storage for residential buildings | Stationaryenergy storage for commercial and industrial applications Secondary Batteries, Materials & Components","stationaryenergy, stationary, batteries, storage, energy"
